Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%)
Fragrance + Color Cosmetics,South America,Face Make-Up,Frederic Malle,Face Make-Up,1661484.39,11.96,-2.33,13.99,1894092.2046,0.024139956238033042
Fragrance + Color Cosmetics,South America,Face Make-Up,Frederic Malle,Tools,4404659.44,15.61,-2.88,11.86,5021311.761600001,0.06399595853262223
Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Lipstick,4135807.98,16.52,-2.72,10.01,4714821.097200001,0.060089775291905
Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Mascara,4254461.58,13.66,7.93,7.42,4850086.201200001,0.06181371126670226
Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Toner,2879182.94,5.52,7.78,2.14,3282268.5516000004,0.04183208135520991
Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Bronzer,2457565.67,9.39,5.91,2.87,2801624.8638000004,0.035706340717346345
Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Hair Dye,3612395.31,16.93,-1.73,2.46,4118130.6534000007,0.05248503399895067
Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Face Make-Up,1154819.67,18.16,5.56,7.54,1316494.4238,0.016778548425976942
Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Tools,980203.19,14.74,12.36,12.59,1117431.6366,0.014241519362682902
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Lipstick,3317246.19,6.13,-2.75,1.69,3781660.6566000003,0.04819676810648931
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Mascara,1658656.47,7.03,0.2,6.39,1890868.3758000003,0.024098868963632197
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Toner,4743422.53,14.16,11.7,10.94,5407501.684200001,0.06891789834552704
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Bronzer,1006264.09,16.04,0.5,9.95,1147141.0626,0.014620162092828414
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Hair Dye,2034328.88,19.97,0.27,4.91,2319134.9232,0.02955706983016962
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Face Make-Up,4688025.15,5.37,8.93,11.15,5344348.671000001,0.06811302149146181
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Tools,4263703.6,19.62,14.51,1.91,4860622.104,0.06194798996332668
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Lipstick,4198276.95,14.69,7.95,2.8,4786035.723000001,0.060997396339151196
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Mascara,3425842.25,19.74,13.24,7.15,3905460.1650000005,0.04977457657210048
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Toner,679765.88,10.43,11.53,10.82,774933.1032000001,0.009876420563486619
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Bronzer,2567046.45,5.83,3.54,7.57,2926432.9530000007,0.03729700341271223
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Hair Dye,4678499.9,14.62,1.23,8.35,5333489.886000001,0.06797462770362951
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Face Make-Up,797248.89,19.59,2.2,7.69,908863.7346000001,0.01158334886036481
Fragrance + Color Cosmetics,South America,Make Up Brushes,Aveda,Tools,2098777.88,15.24,8.24,11.01,2392606.7832,0.030493459030663396
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Lipstick,1706644.53,9.74,-2.49,10.18,1945574.7642000003,0.024796094694623325
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Mascara,679087.07,13.97,12.39,13.47,774159.2598,0.009866558031047214
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Toner,2520669.92,11.89,-3.46,10.39,2873563.7088,0.036623191843124236
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Bronzer,4195667.39,8.67,3.43,12.74,4783060.8246,0.06095948164998548
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Hair Dye,4447042.1,8.65,6.01,3.69,5069627.994,0.06461174256514715
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Face Make-Up,958454.44,18.67,11.41,11.64,1092638.0616000001,0.013925528507522402
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Tools,719448.43,17.66,3.76,5.79,820171.2102000002,0.01045297429229629
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Lipstick,2959143.62,6.37,10.13,9.15,3373423.7268000003,0.042993842084098476
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Mascara,1339655.44,7.82,-1.32,1.8,1527207.2016,0.01946405508850005
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Toner,3145093.02,17.61,-4.65,1.69,3585406.0428000004,0.04569552884414592
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Bronzer,3077466.25,17.29,1.53,5.89,3508311.5250000004,0.044712969346057875
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Hair Dye,3183559.24,9.11,-4.47,11.29,3629257.5336000007,0.04625441033170691
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Face Make-Up,3315424.61,13.71,9.83,10.45,3779584.0554000004,0.048170302097089085
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Tools,1426468.95,10.29,-2.48,2.82,1626174.6030000001,0.020725381613674352
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Lipstick,3542880.86,17.88,14.25,9.8,4038884.1804000004,0.051475048114634936
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Mascara,1328455.96,6.58,11.26,9.1,1514439.7944,0.01930133616154779
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Toner,3282282.59,16.72,9.07,12.68,3741802.1526,0.047688776710961306
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Bronzer,752962.57,16.21,12.02,5.01,858377.3298000001,0.010939906265792177
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Hair Dye,3382012.73,9.71,14.16,1.47,3855494.5122,0.04913777089333392
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Face Make-Up,3109067.8,7.5,9.24,3.46,3544337.2920000004,0.04517211301219488
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Tools,1559224.68,12.42,13.3,3.96,1777516.1352000001,0.0226542095532183
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Lipstick,1149080.1,16.38,5.01,13.76,1309951.3140000002,0.016695157351429967
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Mascara,1159765.51,14.69,-0.34,3.19,1322132.6814000001,0.01685040727814486
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Toner,3575432.37,13.91,10.1,5.33,4075992.9018000006,0.05194799389228494
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Bronzer,2515872.45,11.08,14.68,5.09,2868094.5930000003,0.03655348868096978
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Hair Dye,1826677.57,10.32,6.29,4.53,2082412.4298000003,0.02654007276035651
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Face Make-Up,4618804.73,8.99,12.92,2.45,5265437.3922000015,0.06710730761317597
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Tools,3454532.16,18.6,-1.63,14.56,3938166.6624000007,0.050191416583382865
Fragrance + Color Cosmetics,South America,Tools,Bobbi Brown,Lipstick,2537975.12,19.19,8.54,5.22,2893291.6368000004,0.036874621692964966
Fragrance + Color Cosmetics,South America,Tools,Bobbi Brown,Mascara,1347361.36,9.56,-3.14,3.01,1535991.9504000002,0.019576015557520036
Fragrance + Color Cosmetics,South America,Tools,Bobbi Brown,Toner,970971.98,11.34,10.91,2.98,1106908.0572000002,0.014107397726172014
Fragrance + Color Cosmetics,South America,Tools,Bobbi Brown,Bronzer,1086441.95,14.65,-1.06,2.37,1238543.823,0.015785078262554895
Fragrance + Color Cosmetics,South America,Tools,Bobbi Brown,Hair Dye,1250818.6,18.86,11.43,5.96,1425933.2040000004,0.018173331297875007
Fragrance + Color Cosmetics,South America,Tools,Bobbi Brown,Face Make-Up,3451193.45,13.06,8.54,10.56,3934360.5330000008,0.050142907964357275
Fragrance + Color Cosmetics,South America,Tools,Bobbi Brown,Tools,3329303.07,8.99,-4.22,7.38,3795405.4998000003,0.048371944326813125
Fragrance + Color Cosmetics,South America,Tools,Aveda,Lipstick,4509382.48,13.54,11.65,14.88,5140696.027200001,0.06551749530897064
Fragrance + Color Cosmetics,South America,Tools,Aveda,Mascara,1236272.92,15.38,8.49,14.72,1409351.1288,0.01796199492856224
Fragrance + Color Cosmetics,South America,Tools,Aveda,Toner,4935203.3,15.3,-0.13,12.18,5626131.762,0.07170430995610874
Fragrance + Color Cosmetics,South America,Tools,Aveda,Bronzer,981631.1,16.71,13.2,6.36,1119059.4540000001,0.014262265681528455
Fragrance + Color Cosmetics,South America,Tools,Aveda,Hair Dye,3337858.83,11.45,3.76,5.35,3805159.0662000007,0.048496252248829246
Fragrance + Color Cosmetics,South America,Tools,Aveda,Face Make-Up,3929583.29,19.04,13.82,3.45,4479724.9506,0.05709350579833369
Fragrance + Color Cosmetics,South America,Tools,Aveda,Tools,4436346.42,16.06,0.06,1.94,5057434.9188,0.06445634342405983
Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Lipstick,1705987.7,18.68,7.66,11.09,1944825.9780000001,0.024786551512905063
Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Mascara,1657185.58,15.79,-4.44,6.25,1889191.5612000003,0.024077498181911544
Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Toner,3320390.07,7.19,11.46,4.29,3785244.6798,0.048242446011183694
Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Bronzer,3435265.01,11.08,6.92,2.5,3916202.1114000003,0.04991148126732996
Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Hair Dye,576107.6,18.64,0.39,12.48,656762.664,0.008370353845092849
Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Face Make-Up,4997076.35,8.17,0.3,10.28,5696667.039,0.07260327279217464
Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Tools,4844518.86,18.74,5.06,12.13,5522751.500400001,0.07038674210759557
Fragrance + Color Cosmetics,South America,Tools,Kilian,Lipstick,1110856.34,19.66,14.29,3.29,1266376.2276000003,0.01613979860162367
Fragrance + Color Cosmetics,South America,Tools,Kilian,Mascara,1847404.06,6.5,0.43,12.42,2106040.6284000003,0.026841211046445386
Fragrance + Color Cosmetics,South America,Tools,Kilian,Toner,2202420.23,6.33,1.84,14.74,2510759.0622,0.03199929429969466
Fragrance + Color Cosmetics,South America,Tools,Kilian,Bronzer,3333576.18,11.24,-1.67,14.81,3800276.845200001,0.04843402898377479
Fragrance + Color Cosmetics,South America,Tools,Kilian,Hair Dye,4193820.54,9.22,-3.6,1.79,4780955.415600001,0.06093264848895999
Fragrance + Color Cosmetics,South America,Tools,Kilian,Face Make-Up,1041701.67,13.71,13.58,7.95,1187539.9038000002,0.01513504001496273
Fragrance + Color Cosmetics,South America,Tools,Kilian,Tools,4293254.67,11.69,9.17,11.25,4894310.3238,0.06237734189758532
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Lipstick,1282836.68,10.42,7.75,1.99,1462433.8152,0.018638526790939997
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Mascara,2126930.84,13.02,14.92,7.64,2424701.1576,0.030902497614752108
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Toner,4172255.41,11.48,10.93,9.34,4756371.167400001,0.06061932547635709
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Bronzer,4489679.49,11.16,7.09,9.82,5118234.618600001,0.0652312276080996
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Hair Dye,2378223.24,7.16,-3.13,1.23,2711174.4936000006,0.03455356263556179
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Face Make-Up,4430904.19,8.55,-0.77,11.3,5051230.776600001,0.06437727244702988
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Tools,1940072.51,12.59,-1.75,14.44,2211682.6614,0.0281876048742239
Fragrance + Color Cosmetics,South America,Tools,Balmain,Lipstick,4332116.3,17.96,3.14,11.67,4938612.582,0.06294196835642231
Fragrance + Color Cosmetics,South America,Tools,Balmain,Mascara,1147442.7,5.13,-4.6,9.21,1308084.678,0.01667136732091144
Fragrance + Color Cosmetics,South America,Tools,Balmain,Toner,2549277.07,12.77,-4.85,6.92,2906175.8598,0.03703882942193703
Fragrance + Color Cosmetics,South America,Tools,Balmain,Bronzer,3731306.73,11.64,9.64,4.26,4253689.672200001,0.05421271587924951
Fragrance + Color Cosmetics,South America,Tools,Balmain,Hair Dye,4159139.02,13.83,-0.78,4.31,4741418.4828,0.06042875547611714
Fragrance + Color Cosmetics,South America,Tools,Balmain,Face Make-Up,3326137.09,17.45,3.31,4.62,3791796.2826,0.04832594532789957
Fragrance + Color Cosmetics,South America,Tools,Balmain,Tools,4401552.23,15.04,3.96,7.83,5017769.542200001,0.06395081341186526
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Lipstick,1419154.11,14.4,2.17,14.94,1617835.6854000003,0.020619103204710058
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Mascara,2660825.82,12.29,6.32,13.83,3033341.4348,0.038659537964018054
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Toner,4103681.45,11.77,9.37,9.21,4678196.853000001,0.05962300411250207
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Bronzer,2715651.72,7.88,4.28,4.44,3095842.9608000005,0.039456111699333614
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Hair Dye,4616789.67,10.03,14.05,8.46,5263140.223800001,0.06707803050379728
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Face Make-Up,3341949.7,13.14,-2.41,6.26,3809822.6580000008,0.048555689113460566
Fragrance + Color Cosmetics,Asia,Fragrance,Bobbi Brown,Tools,946157.51,14.34,3.94,11.89,1078619.5614000002,0.013746864564695857
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Lipstick,1492117.16,7.47,3.13,13.97,1701013.5624000002,0.02167919431636559
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Mascara,3696898.17,11.28,5.35,2.18,4214463.9138,0.05371278874324208
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Toner,4930591.53,15.0,0.71,9.2,5620874.344200001,0.07163730485714428
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Bronzer,992670.65,19.49,-1.5,10.07,1131644.5410000002,0.014422660961491078
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Hair Dye,1604545.08,15.76,10.54,10.43,1829181.3912000002,0.023312676451417776
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Face Make-Up,3265247.57,18.39,-3.43,5.63,3722382.2298000003,0.047441272346918494
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Tools,1617293.66,19.82,2.79,11.26,1843714.7724000001,0.023497902484926923
Fragrance + Color Cosmetics,Asia,Fragrance,Elizabeth Arden,Lipstick,3581263.24,8.18,-0.22,4.94,4082640.0936000007,0.05203271147824413
Fragrance + Color Cosmetics,Asia,Fragrance,Elizabeth Arden,Mascara,2350072.75,8.51,-4.61,13.31,2679082.9350000005,0.03414455993847404
Fragrance + Color Cosmetics,Asia,Fragrance,Elizabeth Arden,Toner,4845244.24,10.12,1.77,1.1,5523578.433600001,0.07039728126255926
Fragrance + Color Cosmetics,Asia,Fragrance,Elizabeth Arden,Bronzer,3561128.1,17.38,-2.07,3.24,4059686.0340000005,0.05174016500511916
Fragrance + Color Cosmetics,Asia,Fragrance,Elizabeth Arden,Hair Dye,4055374.62,14.24,-4.1,9.72,4623127.066800001,0.058921146924305376
Fragrance + Color Cosmetics,Asia,Fragrance,Elizabeth Arden,Face Make-Up,1890129.75,10.53,10.39,12.35,2154747.915,0.027461979013359453
Fragrance + Color Cosmetics,Asia,Fragrance,Elizabeth Arden,Tools,2301604.82,19.21,3.13,11.81,2623829.4948,0.03344036210418198
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Lipstick,2677447.69,18.46,13.16,2.22,3052290.3666000003,0.03890103960966053
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Mascara,4714219.99,17.38,10.83,3.81,5374210.788600001,0.06849361025598355
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Toner,4123036.44,17.75,0.78,14.33,4700261.5416,0.059904215669107516
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Bronzer,724370.66,7.25,5.75,9.06,825782.5524000002,0.010524490111228258
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Hair Dye,3403175.37,5.25,14.21,1.62,3879619.9218000006,0.049445246068277486
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Face Make-Up,1143778.79,5.21,6.34,14.05,1303907.8206000002,0.01661813382224457
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Tools,3496762.25,17.34,-4.73,8.59,3986308.9650000003,0.05080498390346355
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Lipstick,2568033.4,12.48,-3.56,10.58,2927558.0760000004,0.03731134295749068
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Mascara,2764491.87,16.48,4.71,3.09,3151520.7318000006,0.0401657175739088
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Toner,3417156.29,7.59,12.45,9.58,3895558.1706000003,0.04964837695472983
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Bronzer,1207417.48,19.44,5.37,2.02,1376455.9272,0.017542749907049165
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Hair Dye,3320748.07,8.8,11.07,12.45,3785652.7998,0.04824764744695115
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Face Make-Up,4905263.1,12.53,4.1,11.55,5591999.934,0.07126930429363727
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Tools,1096117.95,13.2,5.92,2.25,1249574.463,0.015925662319778093
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Lipstick,2380928.38,17.8,12.12,2.39,2714258.3532000002,0.034592866020902495
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Mascara,908243.97,8.94,12.5,2.8,1035398.1258,0.013196013047861013
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Toner,3739985.61,6.52,7.46,5.98,4263583.5954,0.05433881263023681
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Bronzer,4050112.83,8.51,7.78,4.3,4617128.626200001,0.058844697587135425
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Hair Dye,3711471.27,18.11,-2.46,13.13,4231077.247800001,0.053924523501853026
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Face Make-Up,3171088.64,6.91,3.55,3.25,3615041.0496000005,0.046073223111367134
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Tools,3651565.5,16.38,-2.88,8.09,4162784.6700000004,0.053054143572369795
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Lipstick,4165812.75,19.04,5.27,14.3,4749026.535,0.060525719101604133
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Mascara,2910600.37,10.91,11.96,7.9,3318084.4218000006,0.042288549914214234
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Toner,2623561.3,12.35,11.94,12.65,2990859.882,0.03811811615623851
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Bronzer,2315839.97,10.0,4.84,9.02,2640057.5658000004,0.03364718673648674
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Hair Dye,1572517.45,16.91,4.73,5.68,1792669.8930000002,0.022847342204968483
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Face Make-Up,980694.47,8.58,13.99,5.27,1117991.6958,0.014248657243587471
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Tools,1259866.8,11.91,1.14,1.49,1436248.1520000002,0.018304793954609908
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Lipstick,1954153.48,13.16,6.03,5.99,2227734.9672000003,0.028392189402152605
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Mascara,2512862.4,19.48,2.55,4.62,2864663.1360000004,0.036509755212445115
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Toner,1595601.7,11.87,10.19,3.88,1818985.938,0.02318273674020562
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Bronzer,3691832.57,5.32,3.38,11.86,4208689.1298,0.0536391898800476
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Hair Dye,2024298.3,13.46,-0.9,11.39,2307700.0620000004,0.029411334026872616
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Face Make-Up,735255.96,17.79,-1.04,13.24,838191.7944,0.010682644269774316
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Tools,2086381.59,15.84,1.38,13.68,2378475.0126000005,0.030313351471474133
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Lipstick,1069867.06,7.68,4.86,2.15,1219648.4484,0.01554425919638828
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Mascara,1381910.83,19.16,14.53,6.27,1575378.3462000003,0.020077989996080507
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Toner,4654787.09,13.17,0.39,10.83,5306457.2826000005,0.06763010072574993
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Bronzer,3465058.13,19.84,0.3,10.41,3950166.2682000003,0.05034434998239172
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Hair Dye,734106.9,6.7,-4.92,14.99,836881.8660000002,0.010665949404458806
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Face Make-Up,4110231.64,16.8,5.19,5.2,4685664.069600001,0.05971817280677479
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Tools,1180689.28,9.27,2.52,11.59,1345985.7792000002,0.017154411874982914
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Lipstick,2928478.05,6.16,-4.64,2.43,3338464.977,0.04254829741195482
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Mascara,2347244.21,19.0,7.75,12.23,2675858.3994000005,0.034103463656000074
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Toner,2598685.68,10.42,-2.83,13.26,2962501.6752000004,0.03775669453722833
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Bronzer,4024220.13,7.52,5.25,7.82,4587610.9482,0.05846849866005159
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Hair Dye,3312911.99,19.19,6.6,8.56,3776719.6686000004,0.04813379586374264
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Face Make-Up,726453.2,5.94,-1.25,1.45,828156.648,0.010554747647661658
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Tools,3845088.03,15.85,-2.28,12.71,4383400.3542,0.05586586147558369
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Lipstick,1196537.16,9.52,-0.02,6.21,1364052.3624,0.017384668103671043
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Mascara,1645986.95,12.33,3.15,14.81,1876425.1230000001,0.023914791604736942
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Toner,751668.58,7.13,-3.94,9.76,856902.1812,0.010921105690739856
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Bronzer,745291.75,17.55,5.24,8.38,849632.5950000001,0.010828455769943806
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Hair Dye,3027175.28,7.56,-1.05,5.46,3450979.8192000003,0.043982284289806314
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Face Make-Up,3170733.87,8.15,-2.67,14.58,3614636.6118000005,0.046068068604754785
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Tools,598918.17,17.04,10.76,5.16,682766.7138000001,0.008701772042506422
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Lipstick,1110319.77,7.18,8.95,10.0,1265764.5378,0.016132002695507068
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Mascara,4022355.53,19.06,8.84,3.18,4585485.3042,0.058441407606610256
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Toner,1595491.78,17.63,-0.81,2.02,1818860.6292000003,0.023181139696016914
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Bronzer,3664760.24,11.04,13.4,10.1,4177826.673600001,0.05324585193152701
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Hair Dye,906885.4,19.22,0.17,5.72,1033849.3560000001,0.013176274180289526
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Face Make-Up,2310171.86,5.77,4.93,2.73,2633595.9204,0.03356483391501222
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Tools,2304366.47,10.26,10.46,12.24,2626977.7758000004,0.03348048653179985
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Lipstick,1190357.97,10.5,2.47,3.12,1357008.0858,0.01729488972411823
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Mascara,4093040.77,15.61,-1.19,6.13,4666066.4778,0.059468404074675095
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Toner,976122.61,14.42,-2.57,14.8,1112779.7754000002,0.014182232003007021
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Bronzer,4013069.34,10.85,6.57,13.76,4574899.0476,0.05830648715742201
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Hair Dye,2993446.76,7.62,2.57,12.8,3412529.3064,0.04349223755709303
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Face Make-Up,3398958.57,14.76,12.34,13.52,3874812.7698000004,0.049383979547762934
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Tools,4639066.57,6.42,5.88,11.37,5288535.889800001,0.0674016949296298
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Lipstick,3906170.8,14.1,-1.66,12.16,4453034.712,0.056753342214838694
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Mascara,3740501.0,6.29,4.28,3.44,4264171.140000001,0.05434630080895244
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Toner,2018646.71,5.27,3.01,8.7,2301257.2494,0.02932922122695921
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Bronzer,3288121.67,14.95,11.73,4.02,3748458.7038000003,0.04777361358124353
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Hair Dye,1042168.2,17.77,-1.87,14.65,1188071.7480000001,0.015141818299400133
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Face Make-Up,4291422.03,12.51,14.63,2.36,4892221.114200001,0.062350715195784015
