Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($)
Fragrance + Color Cosmetics,North America,Tools,Elizabeth Arden,Face Make-Up,4506729.44,13.65,6.28,8.0,5137671.561600001,0.06547894889235473,5137671.561600001,701292.1681584001,0.07201025157623916,5137671.561600001,701292.1681584001,0.07390516574429894,5858748.272000001,799719.1391280001
Fragrance + Color Cosmetics,North America,Tools,Elizabeth Arden,Tools,812273.39,6.35,7.02,5.77,925991.6646000001,0.011801642077370795,925991.6646000001,58800.47070210001,0.00603776411645755,804150.6561,51063.56666235,0.005381296881706565,731046.051,46421.424238499996
Fragrance + Color Cosmetics,North America,Tools,Kilian,Lipstick,4627706.3,11.1,-2.13,11.01,5275585.182,0.06723663986061873,5275585.182,585589.955202,0.060129689035811534,5275585.182,585589.955202,0.06171197207441966,6016018.19,667778.0190900001
Fragrance + Color Cosmetics,North America,Tools,Kilian,Mascara,1820090.4,12.88,8.96,13.6,2074903.056,0.026444366778109817,2074903.056,267247.5136128,0.027441573658121023,1801889.4959999998,232083.36708479997,0.024457937062007763,1638081.3599999999,210984.87916799998
Fragrance + Color Cosmetics,North America,Tools,Kilian,Toner,4064860.38,15.15,8.59,14.24,4633940.8332,0.059058966955996724,4633940.8332,702042.0362298,0.07208724971042951,4633940.8332,702042.0362298,0.0739841900463223,5284318.494,800574.2518409999
Fragrance + Color Cosmetics,North America,Tools,Kilian,Bronzer,1831208.44,5.02,0.44,4.05,2087577.6216000002,0.02660590245107073,2087577.6216000002,104796.39660432,0.010760728875066974,1812896.3556,91007.39705111999,0.009590748433256522,2380570.972,119504.66279439999
Fragrance + Color Cosmetics,North America,Tools,Kilian,Hair Dye,3478255.63,14.51,6.87,1.23,3965211.4182,0.05053609844200345,3965211.4182,575352.17678082,0.05907845100241538,3965211.4182,575352.17678082,0.060633071231911154,4521732.319,656103.3594869
Fragrance + Color Cosmetics,North America,Tools,Kilian,Face Make-Up,3779501.25,9.85,8.3,8.79,4308631.425000001,0.05491294129858855,4308631.425000001,424400.19536250003,0.04357836323384673,4308631.425000001,424400.19536250003,0.04472510631702072,4913351.625,483965.13506249996
Fragrance + Color Cosmetics,North America,Tools,Kilian,Tools,2042289.16,7.02,-3.11,12.64,2328209.6424000002,0.029672725933831537,2328209.6424000002,163440.31689648,0.016782418044568044,2021866.2684,141935.01204168,0.014957718146782614,2654975.908,186379.3087416
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Lipstick,4632788.94,14.75,-2.93,6.63,5281379.391600001,0.06731048630053245,5281379.391600001,779003.4602610001,0.07998982121740315,5281379.391600001,779003.4602610001,0.0820947138154376,6022625.622,888337.279245
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Mascara,3780226.4,16.7,-2.64,1.0,4309458.096,0.05492347711184767,4309458.096,719679.5020319999,0.07389830422843299,4309458.096,719679.5020319999,0.07584290156857414,4914294.32,820687.1514399999
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Toner,3704616.71,10.35,0.09,1.18,4223263.049400001,0.05382493257013746,4223263.049400001,437107.72561290005,0.04488320092032334,4223263.049400001,437107.72561290005,0.04606428016209976,4816001.723,498456.17833049997
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Bronzer,2931347.33,17.77,14.15,8.92,3341735.9562000004,0.04258998561200747,3341735.9562000004,593826.47941674,0.06097543380204033,3341735.9562000004,593826.47941674,0.06257997219603204,2638212.597,468810.3784869
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Hair Dye,2815075.97,6.28,5.98,6.32,3209186.6058000005,0.04090066155995509,3209186.6058000005,201536.91884424005,0.020694262515414046,2786925.2103000004,175018.90320684004,0.018444239986101424,3659598.7610000004,229822.80219080005
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Face Make-Up,3232108.76,10.83,-0.19,2.33,3684603.9864000003,0.04695979359936282,3684603.9864000003,399042.61172712006,0.04097458971425311,3684603.9864000003,399042.61172712006,0.04205281578457549,4201741.388,455048.59232040006
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Tools,1917133.0,6.45,-1.46,14.82,2185531.62,0.02785431328818503,2185531.62,140966.78949000002,0.014474785882361148,1897961.67,122418.527715,0.012900987622189745,2492272.9,160751.60205
Fragrance + Color Cosmetics,North America,Tools,Balmain,Lipstick,2498466.01,12.98,12.47,14.94,2848251.2514,0.036300587899963974,2848251.2514,369703.01243172,0.03796193390211718,2848251.2514,369703.01243172,0.03896088342421282,3248005.8129999996,421591.1545273999
Fragrance + Color Cosmetics,North America,Tools,Balmain,Mascara,3122215.02,17.19,1.54,5.28,3559325.1228000005,0.045363130946135144,3559325.1228000005,611847.9886093201,0.06282592275609361,3559325.1228000005,611847.9886093201,0.06447915585202177,2809993.518,483037.8857442001
Fragrance + Color Cosmetics,North America,Tools,Balmain,Toner,2312166.74,15.09,8.64,5.41,2635870.0836000005,0.03359381782614011,2635870.0836000005,397752.7956152401,0.04084214850512416,2635870.0836000005,397752.7956152401,0.041916889450507804,2080950.0660000003,314015.3649594001
Fragrance + Color Cosmetics,North America,Tools,Balmain,Bronzer,1099444.66,14.49,-2.43,9.1,1253366.9124,0.015973996589001425,1253366.9124,181612.86560676,0.018648416074811477,1088450.2134,157716.43592166,0.016620832039233105,989500.1939999999,143378.57811059998
Fragrance + Color Cosmetics,North America,Tools,Balmain,Hair Dye,3620399.58,15.51,10.07,13.22,4127255.5212000003,0.05260132923992937,4127255.5212000003,640137.33133812,0.06573073587011546,4127255.5212000003,640137.33133812,0.06746040768698736,4706519.454,729981.1673154
Fragrance + Color Cosmetics,North America,Tools,Balmain,Face Make-Up,2749815.46,15.95,7.38,3.61,3134789.6244,0.0399524818087919,3134789.6244,499998.9450918,0.05134101228944894,3134789.6244,499998.9450918,0.05269202564463501,2474833.914,394736.00928299996
Fragrance + Color Cosmetics,North America,Tools,Balmain,Tools,615603.4,9.27,3.86,9.64,701787.876,0.008944194255104829,701787.876,65055.7361052,0.006680068787471122,609447.366,56495.770828199995,0.005953765771938541,554043.06,51359.791662
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Lipstick,4324816.99,7.94,-2.49,14.49,4930291.368600001,0.06283591558516044,4930291.368600001,391465.13466684,0.04019651738691364,4930291.368600001,391465.13466684,0.041254268868624294,5622262.087,446407.60970780003
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Mascara,986200.52,12.18,6.71,8.58,1124268.5928000002,0.014328655470982447,1124268.5928000002,136935.91460304003,0.014060886614892397,976338.5148,118918.03110263999,0.012532090329349323,887580.468,108107.3010024
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Toner,887144.71,5.86,-2.89,9.2,1011344.9694000001,0.012889458730456393,1011344.9694000001,59264.81520684001,0.0060854440509022474,878273.2629,51466.81320594,0.005423792725796904,798430.239,46788.0120054
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Bronzer,2949551.99,8.51,7.76,12.48,3362489.2686000005,0.04285448385127667,3362489.2686000005,286147.83675786003,0.02938230119842998,3362489.2686000005,286147.83675786003,0.030155481927734307,3834417.5870000003,326308.9366537
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Hair Dye,687105.32,12.47,8.79,4.53,783300.0648,0.009983056389545551,783300.0648,97677.51808056001,0.010029746473277402,680234.2668,84825.21306996,0.008939243464950387,618394.788,77113.83006359999
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Face Make-Up,1884969.07,14.2,12.96,12.34,2148864.7398,0.027386998718565054,2148864.7398,305138.7930516,0.031332335153574184,2148864.7398,305138.7930516,0.0321568300623032,1696472.1630000002,240899.047146
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Tools,3124085.99,15.95,2.3,9.97,3561458.028600001,0.04539031455026318,3561458.028600001,568052.5555617001,0.05832890953558218,3561458.028600001,568052.5555617001,0.05986380595195468,2811677.3910000003,448462.54386450007
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Lipstick,2597817.16,7.85,9.03,8.79,2961511.5624000006,0.03774407567970668,2961511.5624000006,232478.65764840005,0.02387142960305587,2571838.9884,201889.36058940002,0.02127596361948823,3377162.308,265107.241178
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Mascara,2113797.12,18.67,-4.58,5.42,2409728.7168000005,0.0307116758243394,2409728.7168000005,449896.3514265601,0.04619636568098846,2409728.7168000005,449896.3514265601,0.04741200020420765,1902417.408,355181.3300736
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Toner,755966.29,16.5,9.04,5.64,861801.5706000001,0.010983547764796152,861801.5706000001,142197.25914900002,0.014601133264699953,748406.6271,123487.09347150002,0.01301359764826518,680369.6610000001,112260.99406500002
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Bronzer,3540483.06,10.94,10.13,7.36,4036150.6884000003,0.05144021011831313,4036150.6884000003,441554.88531096,0.045339845245181504,4036150.6884000003,441554.88531096,0.04653294085659971,4602627.978,503527.5007932
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Hair Dye,2355258.78,19.02,0.02,2.69,2684995.0092,0.03421990854722571,2684995.0092,510686.05074984004,0.05243838825056689,2684995.0092,510686.05074984004,0.05381827851162252,2119732.902,403173.19796039996
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Face Make-Up,3130444.01,19.54,2.56,1.87,3568706.1714000003,0.04548269117774418,3568706.1714000003,697325.18589156,0.07160291294620172,3568706.1714000003,697325.18589156,0.07348710819960198,2817399.6089999997,550519.8835985999
Fragrance + Color Cosmetics,Europe,Fragrance,Aveda,Tools,2026873.7,12.59,-1.76,10.21,2310636.018,0.029448752400267883,2310636.018,290909.07466620003,0.029871195777837936,2006604.963,252631.56484170002,0.026623393957039453,1824186.33,229665.05894700004
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Lipstick,4989872.25,11.78,2.09,6.61,5688454.365,0.07249860334130222,5688454.365,670099.924197,0.06880736205761487,5688454.365,670099.924197,0.070617993771514,6486833.925,764149.036365
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Mascara,1018157.8,18.25,3.3,6.42,1160699.8920000002,0.014792967591715984,1160699.8920000002,211827.73029000004,0.02175094609863273,1007976.2220000001,183955.660515,0.019386033663636056,916342.02,167232.41865
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Toner,3468606.23,11.63,7.96,1.86,3954211.1022000005,0.050395900860175265,3954211.1022000005,459874.75118586014,0.047220970132058254,3954211.1022000005,459874.75118586014,0.048463566614838624,4509188.099,524418.5759137002
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Bronzer,4161755.05,19.11,7.98,14.36,4744400.757,0.06046676416888455,4744400.757,906654.9846627,0.0930973658380649,4744400.757,906654.9846627,0.0955471769923673,5410281.5649999995,1033904.8070714999
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Hair Dye,1181445.41,12.16,7.04,9.14,1346847.7674,0.017165397801314885,1346847.7674,163776.68851584,0.016816957436326586,1169630.9559,142227.12423744,0.014988502178351463,1063300.869,129297.38567039999
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Face Make-Up,2306578.01,10.07,-2.46,6.48,2629498.9314,0.03351261832860755,2629498.9314,264790.54239198,0.027189286346555236,2283512.2298999997,229949.68155092996,0.02423308016186446,2998551.4129999997,301954.12728909997
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Tools,1231973.67,16.02,-0.82,1.82,1404449.9838,0.017899530479614654,1404449.9838,224992.88740476003,0.02310277393718411,1219653.9333,195388.56011466,0.02059088148343939,1108776.303,177625.9637406
Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Lipstick,2985647.62,13.93,12.44,9.08,3403638.2868000004,0.04337892268069248,3403638.2868000004,474126.81335124007,0.04868440381720016,3403638.2868000004,474126.81335124007,0.04996550983387732,3881341.9060000004,540670.9275058
Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Mascara,2054663.84,17.05,5.81,2.11,2342316.7776,0.02985251951808523,2342316.7776,399365.01058080007,0.0410076943511156,2342316.7776,399365.01058080007,0.04208679155358994,1849197.456,315288.16624800005
Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Toner,3046327.52,18.62,2.93,5.15,3472813.3728000005,0.04426055006121107,3472813.3728000005,646637.85001536,0.06639822369698417,3472813.3728000005,646637.85001536,0.06814546012601136,2741694.768,510503.56580160005
Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Bronzer,1145612.56,7.27,3.66,9.34,1305998.3184000002,0.016644776941985597,1305998.3184000002,94946.07774768001,0.009749276058139744,1134156.4344000001,82453.17278088,0.008689267722062844,1031051.3040000001,74957.4298008
Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Hair Dye,862769.32,19.09,10.1,9.21,983557.0248,0.01253530502824497,983557.0248,187761.03603432,0.01927972399371325,854141.6268,163055.63655611998,0.01718349981986445,776492.3879999999,148232.39686919996
Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Face Make-Up,4227974.02,6.2,4.54,9.82,4819890.3828,0.061428869529337335,4819890.3828,298833.2037336,0.030684863110191734,4819890.3828,298833.2037336,0.03149232011221203,5496366.226,340774.706012
Fragrance + Color Cosmetics,Europe,Fragrance,Kilian,Tools,4228938.08,16.75,0.54,14.17,4820989.411200001,0.061442876501868,4820989.411200001,807515.7263760002,0.08291752460434029,4820989.411200001,807515.7263760002,0.08509945826953323,5497619.504000001,920851.2669200002
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Lipstick,1059556.29,18.13,14.42,3.48,1207894.1706,0.015394452470499975,1207894.1706,218991.21312978,0.0224865085715593,1048960.7271,190176.57982323,0.020041620726249314,953600.6610000001,172887.79983930002
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Mascara,3749297.29,5.6,3.11,8.23,4274198.9106,0.054474103427463366,4274198.9106,239355.13899359998,0.024577522119285593,3711804.3171,207861.04175759997,0.021905284901753346,4874086.477,272948.84271199995
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Toner,3112903.52,19.04,8.45,7.74,3548710.0128000006,0.045227842764155625,3548710.0128000006,675674.38643712,0.06937976033402429,3548710.0128000006,675674.38643712,0.07120545442557102,2801613.168,533427.1471872
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Bronzer,4143537.66,19.26,-4.56,14.76,4723632.9324,0.06020208097353345,4723632.9324,909771.7027802401,0.09341739743962356,4723632.9324,909771.7027802401,0.09587563006729602,5386598.958000001,1037458.9593108002
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Hair Dye,887594.63,17.22,0.61,2.85,1011857.8782000002,0.01289599568570917,1011857.8782000002,174241.92662604002,0.017891551540378425,878718.6837,151315.35733314,0.01594625902172865,798835.167,137559.41575739998
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Face Make-Up,2479350.38,14.66,2.62,1.76,2826459.4332000003,0.03602285404074762,2826459.4332000003,414358.95290712005,0.042547305953899175,2826459.4332000003,414358.95290712005,0.043666917274510365,2231415.342,327125.48913720006
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Tools,3197575.13,18.54,2.66,4.03,3645235.6482,0.04645804930254134,3645235.6482,675826.6891762799,0.0693953991206251,3645235.6482,675826.6891762799,0.07122150473910936,2877817.617,533547.3861918
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Lipstick,2491598.06,5.73,11.41,12.57,2840421.7884000004,0.03620080242292739,2840421.7884000004,162756.16847532004,0.016712168151356503,2466682.0794,141340.88314962003,0.01489510630504984,3239077.478,185599.13948940003
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Mascara,3146002.09,10.3,11.0,8.77,3586442.3826,0.0457087368587077,3586442.3826,369403.5654078,0.037931186010574554,3586442.3826,369403.5654078,0.03892932641710613,4089802.717,421249.6798510001
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Toner,4216695.39,14.47,10.69,9.38,4807032.7446,0.06126500062014767,4807032.7446,695577.63814362,0.07142347082680502,4807032.7446,695577.63814362,0.07330294414955028,5481704.007,793202.5698129
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Bronzer,2363634.81,19.37,5.82,9.47,2694543.6834000004,0.03434160514507846,2694543.6834000004,521933.11147458013,0.05359326165291585,2694543.6834000004,521933.11147458013,0.05500354183658006,2127271.329,412052.4564273
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Hair Dye,1492194.38,14.38,6.43,3.59,1701101.5932,0.021680316257343138,1701101.5932,244618.40910216002,0.02511796649017653,1477272.4361999999,212431.77632556,0.022386968444156722,1342974.942,193119.79665960002
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Face Make-Up,768141.94,14.07,10.27,8.33,875681.8116,0.011160449612287843,875681.8116,123208.43089212,0.01265131782114993,760460.5205999999,106996.79524841998,0.011275779548071628,691327.7459999999,97269.81386219998
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Tools,1520476.81,15.0,-3.4,7.19,1733343.5634000003,0.02209123593050675,1733343.5634000003,260001.53451000003,0.026697540284015317,1505272.0419,225790.806285,0.023794800112843583,1368429.1290000002,205264.36935000002
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Lipstick,1235150.41,7.77,-0.95,6.41,1408071.4674,0.01794568581218423,1408071.4674,109407.15301697998,0.011234171677236426,1222798.9059,95011.47498842998,0.010012715278240804,1111635.369,86374.06817129998
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Mascara,730175.93,10.97,5.23,7.77,832400.5602000002,0.010608835750942614,832400.5602000002,91314.34145394003,0.009376361235980053,722874.1707,79299.29652579,0.008356898763798951,657158.337,72090.26956890001
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Toner,2222528.45,17.59,-2.09,8.08,2533682.4330000007,0.032291449648096555,2533682.4330000007,445674.73996470013,0.04576288115452643,2533682.4330000007,445674.73996470013,0.04696710874674833,2000275.6050000002,351848.4789195
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Bronzer,779186.38,6.07,6.48,8.92,888272.4732000001,0.011320915939794889,888272.4732000001,53918.13912324001,0.005536435367563103,771394.5162,46823.64713334,0.004934476041889062,701267.742,42566.9519394
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Hair Dye,4451150.81,13.37,14.2,1.68,5074311.9234,0.06467143862981783,5074311.9234,678435.5041585799,0.06966327808993487,5074311.9234,678435.5041585799,0.07149643281105603,5786496.052999999,773654.5222860998
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Face Make-Up,941034.58,5.66,-1.29,8.58,1072779.4212,0.013672432745321069,1072779.4212,60719.315239920004,0.006234795374152846,931624.2342,52729.93165572,0.0055569055461365535,846931.122,47936.301505200005
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Tools,3405074.82,5.68,13.92,12.79,3881785.2948000003,0.04947284346260288,3881785.2948000003,220485.40474464,0.022639935515384617,3371024.0718,191474.16727824,0.020178366037667903,4426597.266,251430.72470879997
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Lipstick,1834756.17,6.16,-1.6,2.78,2091622.0338,0.026657447953068708,2091622.0338,128843.91728208002,0.013229982194033431,1816408.6083,111890.77027128,0.011791527551022708,2385183.021,146927.27409360002
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Mascara,1054777.01,12.78,-0.08,6.01,1202445.7914000002,0.015325013593587447,1202445.7914000002,153672.57214092003,0.015779444121406402,1044229.2399,133452.49685922,0.014063794445717353,949299.309,121320.4516902
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Toner,4952774.0,15.26,13.98,3.0,5646162.36,0.0719595972953245,5646162.36,861604.3761359999,0.08847146838623765,5646162.36,861604.3761359999,0.09079955133615825,6438606.2,982531.30612
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Bronzer,2219627.64,13.32,-3.46,1.06,2530375.5096000005,0.03224930334393847,2530375.5096000005,337046.0178787201,0.03460864050991972,2530375.5096000005,337046.0178787201,0.03551934977428192,1997664.8760000002,266088.9614832
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Hair Dye,3516954.5,14.63,3.22,7.86,4009328.1300000004,0.05109836013635577,4009328.1300000004,586564.7054190001,0.060229778572722374,4009328.1300000004,586564.7054190001,0.06181469541800962,4572040.850000001,668889.5763550001
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Face Make-Up,2369493.5,5.36,1.71,3.48,2701222.5900000003,0.03442672693199589,2701222.5900000003,144785.53082400002,0.014866902801174094,2345798.565,125734.803084,0.01325047089311132,3080341.5500000003,165106.30708000003
Fragrance + Color Cosmetics,Europe,Hair Dye,Aveda,Tools,942908.85,19.35,6.99,11.2,1074916.0890000002,0.01369966429564473,1074916.0890000002,207996.26322150003,0.021357522472880155,933479.7615,180628.33385025,0.01903538575993919,848617.965,164207.5762275
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Lipstick,1919136.84,10.9,-0.26,2.36,2187815.9976000004,0.027883427380498607,2187815.9976000004,238471.94373840003,0.02448683365104717,1899945.4716,207094.0564044,0.02182445670742095,1727223.1560000002,188267.32400400002
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Mascara,1305642.37,16.96,8.55,8.66,1488432.3018000002,0.018969874086100652,1488432.3018000002,252438.11838528005,0.025920911765052804,1292585.9463000002,219222.57649248003,0.02310261198711909,1175078.1330000001,199293.25135680003
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Toner,2637904.43,18.84,-3.55,4.93,3007211.0502000004,0.03832650964618061,3007211.0502000004,566558.5618576801,0.05817550291368547,3007211.0502000004,566558.5618576801,0.05970636251064762,2374113.987,447283.07515080005
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Bronzer,2074720.34,16.74,14.85,4.37,2365181.1876000003,0.030143923418839362,2365181.1876000003,395931.33080424,0.04065511641602808,2365181.1876000003,395931.33080424,0.0417249357044566,1867248.306,312577.3664244
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Hair Dye,4434383.0,17.46,-0.51,6.59,5055196.62,0.06442781659999687,5055196.62,882637.329852,0.09063117921326412,5055196.62,882637.329852,0.09301609388582785,5764697.9,1006516.25334
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Face Make-Up,2343527.91,19.67,-1.38,12.19,2671621.8174000005,0.03404946897515483,2671621.8174000005,525508.0114825801,0.05396034039787317,2671621.8174000005,525508.0114825801,0.05538028007722566,2109175.1190000004,414874.7459073001
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Tools,2003867.21,15.96,3.4,9.1,2284408.6194,0.029114487651749392,2284408.6194,364591.6156562401,0.037437084225448405,2284408.6194,364591.6156562401,0.038422222587790364,1803480.489,287835.4860444
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Lipstick,4246752.98,17.06,12.33,1.83,4841298.397200001,0.06170171185955977,4841298.397200001,825925.5065623202,0.08480788209423135,4841298.397200001,825925.5065623202,0.08703955958217012,5520778.874000001,941844.8759044
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Mascara,3614227.49,7.1,3.32,8.68,4120219.338600001,0.0525116540173429,4120219.338600001,292535.57304060005,0.03003820827626132,3905902.695002556,277319.09134518146,0.029225071005348456,4698495.737000001,333593.19732700003
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Toner,2312327.68,12.79,14.93,2.89,2636053.5552000003,0.033596156147571436,2636053.5552000003,337151.24971008,0.034619445950211394,2636053.5552000003,337151.24971008,0.035530439554392626,3006025.984,384470.72335359995
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Bronzer,3539552.2,10.94,-2.34,3.22,4035089.508000001,0.05142668551356874,4035089.508000001,441438.79217520007,0.04532792454181146,4035089.508000001,441438.79217520007,0.04652070646581413,4601417.86,503395.11388400005
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Hair Dye,4771728.98,18.19,13.14,14.88,5439771.037200001,0.06932916700887816,5439771.037200001,989494.3516666802,0.10160349770324444,5439771.037200001,989494.3516666802,0.10427714351211193,6203247.674000001,1128370.7519006
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Face Make-Up,1437419.26,10.33,8.38,7.77,1638657.9564000003,0.020884480312274162,1638657.9564000003,169273.36689612005,0.01738136869167692,1423045.0674,147000.55546242002,0.01549154676072227,1293677.334,133636.8686022
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Tools,2382752.9,10.37,6.88,9.06,2716338.3060000003,0.03461937474600428,2716338.3060000003,281684.2823322,0.02892397342619766,2358925.371,244620.56097269995,0.025779160133251846,3097578.77,321218.91844899993
Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Lipstick,1226560.25,12.08,6.07,8.98,1398278.685,0.017820878087401633,1398278.685,168912.06514800002,0.017344269418423406,1214294.6475,146686.793418,0.01545848117557817,1103904.225,133351.63038000002
Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Mascara,1445482.37,16.13,-4.5,5.97,1647849.9018000003,0.02100163044844995,1647849.9018000003,265798.18916034006,0.027292753775088104,1431027.5463,230824.74321819,0.024325297900050762,1300934.1330000001,209840.6756529
Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Toner,4010956.92,13.46,0.22,10.73,4572490.888800001,0.058275795489980985,4572490.888800001,615457.2736324801,0.06319653223147192,4572490.888800001,615457.2736324801,0.06485951773251378,5214243.996,701837.2418616001
Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Bronzer,3053259.25,16.94,9.7,9.54,3480715.5450000004,0.044361262207446676,3480715.5450000004,589633.2133230001,0.060544859841505067,3480715.5450000004,589633.2133230001,0.06213806789460285,2747933.325,465499.9052550001
Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Hair Dye,2696799.54,7.0,0.23,6.87,3074351.4756000005,0.0391822055447344,3074351.4756000005,215204.60329200004,0.022097690986791964,2669831.5446,186888.20812200004,0.019695078063087318,3505839.4020000002,245408.75814000005
Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Face Make-Up,3196846.79,12.71,0.76,1.09,3644405.3406,0.0464474671412931,3644405.3406,463203.9187902601,0.04756281652307364,3644405.3406,463203.9187902601,0.04881440852462329,4155900.827,528214.9951117
Fragrance + Color Cosmetics,Europe,Hair Dye,Frederic Malle,Tools,2733076.5,9.28,9.69,1.34,3115707.2100000004,0.039709278944953866,3115707.2100000004,289137.62908800005,0.029689299775669854,3115707.2100000004,289137.62908800005,0.03047055902075287,3552999.45,329718.34896
Fragrance + Color Cosmetics,Europe,Hair Dye,Balmain,Lipstick,3131725.15,19.12,-1.51,7.6,3570166.671,0.045501305053216576,3570166.671,682615.8674952,0.07009252716645116,3570166.671,682615.8674952,0.07193697736479832,2818552.635,538907.2638119999
Fragrance + Color Cosmetics,Europe,Hair Dye,Balmain,Mascara,911398.96,14.39,6.01,6.7,1038994.8144,0.01324185237141399,1038994.8144,149511.35379216,0.015352160895151703,902284.9704,129838.80724056,0.013682968390127928,820259.064,118035.2793096
