Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Face Make-Up,4905263.1,12.53,4.1,11.55,5591999.934,0.07126930429363727,5591999.934,700677.5917302,0.07194714549119087,5591999.934,700677.5917302,0.0738403990538225,6376842.029999999,799018.3063589999,5106378.887099999,639829.2745536298,5315740.421471099,666062.2748103287,5533685.778751413,693370.828077552,5760566.895680221,721799.0320287317,5996750.13840311,751392.7923419097
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Tools,1096117.95,13.2,5.92,2.25,1249574.463,0.015925662319778093,1249574.463,164943.829116,0.01693680204896937,1085156.7704999999,143240.693706,0.015095316460569951,986506.155,130218.81246000002,1161008.13264,153253.07350848,1229739.8140922878,162325.655460182,1302540.4110865511,171935.33426342477,1379650.8034228748,182113.90605181947,1461326.130985509,192895.0492900872
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Lipstick,2380928.38,17.8,12.12,2.39,2714258.3532000002,0.034592866020902495,2714258.3532000002,483137.9868696001,0.049609691310083845,2714258.3532000002,483137.9868696001,0.05091514580967024,2142835.542,381424.72647600004,2669496.8996559996,475170.44813876797,2993039.9238943066,532761.1064531866,3355796.362670297,597331.7525553129,3762518.8818259365,669728.3609650168,4218536.17030324,750899.4383139769
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Mascara,908243.97,8.94,12.5,2.8,1035398.1258,0.013196013047861013,1035398.1258,92564.59244652,0.00950473980998516,899161.5303,80385.04080881999,0.008471319136414792,817419.573,73077.3098262,1021774.4662499999,91346.63728274999,1149496.27453125,102764.96694309374,1293183.3088476562,115610.58781098046,1454831.2224536133,130061.91128735302,1636685.125260315,146319.65019827214
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Toner,3739985.61,6.52,7.46,5.98,4263583.5954,0.05433881263023681,4263583.5954,277985.65042008,0.028544189612014936,3702585.7539,241408.59115427997,0.025440669027013797,4861981.293,317001.1803035999,4018988.536506,262038.05258019117,4318805.081329348,281586.09130267345,4640987.940396517,302592.4137138529,4987205.640750097,325165.8077769063,5359251.181550054,349423.17703706346
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Bronzer,4050112.83,8.51,7.78,4.3,4617128.626200001,0.058844697587135425,4617128.626200001,392917.64608962,0.040345664515201725,4617128.626200001,392917.64608962,0.04140734072985432,5265146.6790000005,448063.9823829,4365211.608174001,371479.50785560743,4704825.071289938,400380.6135667737,5070860.461836296,431530.22530226875,5465373.40576716,465103.27683078527,5890579.456735845,501288.31176822033
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Hair Dye,3711471.27,18.11,-2.46,13.13,4231077.247800001,0.053924523501853026,4231077.247800001,766248.0895765801,0.07868007116794044,4231077.247800001,766248.0895765801,0.08075049834096919,3340324.143,604932.7022973,3620169.076758,655612.6198008738,3531112.9174697534,639484.5493537723,3444247.5396999978,623753.2294396695,3359519.050223378,608408.8999954537,3276874.881587883,593442.0410555656
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Face Make-Up,3171088.64,6.91,3.55,3.25,3615041.0496000005,0.046073223111367134,3615041.0496000005,249799.33652736002,0.025649955729792024,3139377.7536,216931.00277375997,0.022861116155300485,4122415.2320000003,284858.8925312,3283662.28672,226901.064012352,3400232.2978985608,234956.05178479053,3520940.54447396,243296.99162315062,3645933.933802786,251934.03482577248,3775364.588452785,260877.6930620874
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Tools,3651565.5,16.38,-2.88,8.09,4162784.6700000004,0.053054143572369795,4162784.6700000004,681864.128946,0.07001533696740816,4162784.6700000004,681864.128946,0.07185775594383065,4747035.15,777564.3575700001,3546400.4135999996,580900.38774768,3444264.0816883193,564170.4565805467,3345069.2761356956,547922.347431027,3248731.2809829875,532142.1838250133,3155167.8200906776,516816.48893085297
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Lipstick,4165812.75,19.04,5.27,14.3,4749026.535,0.060525719101604133,4749026.535,904214.6522639999,0.09284678703804562,4749026.535,904214.6522639999,0.09529000433511273,5415556.575,1031121.97188,4385351.081925,834970.8459985199,4616459.083942448,878973.809582642,4859746.477666214,925295.729347647,5115855.117039223,974058.8142842681,5385460.68170719,1025391.713797049
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Mascara,2910600.37,10.91,11.96,7.9,3318084.4218000006,0.042288549914214234,3318084.4218000006,362003.0104183801,0.03717128043799221,3318084.4218000006,362003.0104183801,0.03814942430508177,3783780.481,412810.45047710004,3258708.1742519997,355525.0618108932,3648449.671892539,398045.85920347605,4084804.2526508863,445652.1439642117,4573346.841267932,498952.1403823314,5120319.123483576,558626.8163720581
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Toner,2623561.3,12.35,11.94,12.65,2990859.882,0.03811811615623851,2990859.882,369371.195427,0.037927862188397776,2990859.882,369371.195427,0.03892591513019207,3410629.69,421212.766715,2936814.5192199997,362696.59312366997,3287470.172814868,406002.5663426362,3679994.1114489627,454479.2727639469,4119385.4083559685,508744.0979319621,4611240.02611367,569488.1432250383
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Bronzer,2315839.97,10.0,4.84,9.02,2640057.5658000004,0.03364718673648674,2640057.5658000004,264005.75658000004,0.027108702780503806,2292681.5703000003,229268.15703000003,0.024161258195264722,3010591.9610000006,301059.19610000006,2427926.6245480003,242792.66245480004,2545438.2731761234,254543.82731761236,2668637.485597848,266863.7485597848,2797799.539900784,279779.9539900784,2933213.0376319815,293321.30376319814
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Hair Dye,1572517.45,16.91,4.73,5.68,1792669.8930000002,0.022847342204968483,1792669.8930000002,303140.47890630004,0.031127143778474007,1792669.8930000002,303140.47890630004,0.03194623917761474,1415265.705,239321.4307155,1646897.5253849998,278490.3715426035,1724795.7783357103,291662.9661165686,1806378.618650989,305458.6244138822,1891820.3273131805,319906.8173486588,1981303.428795094,335038.4098092504
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Face Make-Up,980694.47,8.58,13.99,5.27,1117991.6958,0.014248657243587471,1117991.6958,95923.68749964001,0.00984965921850911,970887.5253,83302.14967074,0.008778736534930024,882625.023,75729.2269734,1117893.6263529998,95915.27314108738,1274286.9446797846,109333.81985352552,1452559.6882404862,124629.62125103372,1655772.78862533,142065.3052640533,1887415.4017540135,161940.24147049437
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Tools,1259866.8,11.91,1.14,1.49,1436248.1520000002,0.018304793954609908,1436248.1520000002,171057.15490320002,0.017564532042104487,1247268.132,148549.6345212,0.01565479533212839,1133880.12,135045.12229200001,1274229.2815200002,151760.70742903202,1288755.495329328,153490.77949372298,1303447.307976083,155240.57437995146,1318306.60728701,157010.31692788287,1333335.302610082,158800.23454086078
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Lipstick,1954153.48,13.16,6.03,5.99,2227734.9672000003,0.028392189402152605,2227734.9672000003,293169.92168352,0.030103344616630938,2227734.9672000003,293169.92168352,0.03089549924699835,1758738.132,231449.9381712,2071988.934844,272673.7438254704,2196929.8676150935,289115.9705781463,2329404.7386322836,306549.6636040085,2469867.84437181,325034.6083193302,2618800.87538743,344634.1952009858
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Mascara,2512862.4,19.48,2.55,4.62,2864663.1360000004,0.036509755212445115,2864663.1360000004,558036.3788928001,0.05730042606676832,2864663.1360000004,558036.3788928001,0.05880825844914549,2261576.16,440555.035968,2576940.3912,501987.98820576,2642652.3711756007,514788.681905007,2710040.006640578,527915.7932935846,2779146.026809913,541377.646022571,2850014.2504935665,555182.7759961467
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Toner,1595601.7,11.87,10.19,3.88,1818985.938,0.02318273674020562,1818985.938,215913.63084059997,0.022170495524568627,1579645.683,187503.94257209997,0.019759966790860523,1436041.53,170458.12961099998,1758193.5132300002,208697.570020401,1937353.4322281375,229963.8524054799,2134769.7469721846,253397.16896559828,2352302.7841886505,279218.34048319276,2592002.437897474,307670.68937843014
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Bronzer,3691832.57,5.32,3.38,11.86,4208689.1298,0.0536391898800476,4208689.1298,223902.26170536003,0.022990786046038054,3654914.2443,194441.43779676,0.02049106968592804,4799382.341,255327.14054120003,3816616.510866,203043.9983780712,3945618.148933271,209906.88552325004,4078980.0423672157,217001.73825393588,4216849.567799228,224336.39700691897,4359379.0831908425,231918.96722575283
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Hair Dye,2024298.3,13.46,-0.9,11.39,2307700.0620000004,0.029411334026872616,2307700.0620000004,310616.4283452,0.03189479102210448,2307700.0620000004,310616.4283452,0.03273408667893334,1821868.47,245223.496062,2006079.6153,270018.31621938,1988024.8987623,267588.1513734056,1970132.6746734392,265179.8580110449,1952401.4806013785,262793.23928894557,1934829.867275966,260428.10013534504
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Face Make-Up,735255.96,17.79,-1.04,13.24,838191.7944,0.010682644269774316,838191.7944,149114.32022376,0.015311392598508987,727903.4003999999,129494.01493115998,0.013646632703048344,661730.364,117721.8317556,727609.298016,129441.6941170464,720042.1613166337,128095.50049822913,712553.7228389407,126763.30729304755,705143.1641214157,125444.96889719985,697809.675214553,124140.34122066898
Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Tools,2086381.59,15.84,1.38,13.68,2378475.0126000005,0.030313351471474133,2378475.0126000005,376750.44199584005,0.038685579764598126,2378475.0126000005,376750.44199584005,0.0397035716697914,1877743.431,297434.5594704,2115173.655942,335043.50710121274,2144363.0523939994,339667.10749920947,2173955.262517037,344354.5135826986,2203955.8451397726,349106.60587013996,2234370.4358027014,353924.27703114785
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Lipstick,1069867.06,7.68,4.86,2.15,1219648.4484,0.01554425919638828,1219648.4484,93669.00083712,0.009618142938753672,1059168.3894,81344.13230592,0.008572392297182095,962880.354,73949.2111872,1121862.599116,86159.0476121088,1176385.1214330376,90346.37732605728,1233557.4383346832,94737.21126410367,1293508.329837749,99341.43973153911,1356372.8346678636,104169.43370249191
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Mascara,1381910.83,19.16,14.53,6.27,1575378.3462000003,0.020077989996080507,1575378.3462000003,301842.49113192,0.030993863484725062,1575378.3462000003,301842.49113192,0.03180945167883012,1243719.7470000002,238296.70352520002,1582702.4735990001,303245.7939415684,1812669.1430129346,347307.4078012782,2076049.9694927142,397771.17415480403,2377700.0300600054,455567.325759497,2723179.8444277244,521761.25819235196
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Toner,4654787.09,13.17,0.39,10.83,5306457.2826000005,0.06763010072574993,5306457.2826000005,698860.4241184201,0.07176055464814168,5306457.2826000005,698860.4241184201,0.07364889816498978,6051223.217,796946.0976789001,4672940.759651,615426.2980460367,4691165.228613638,617826.4606084162,4709460.773005232,620235.9838047891,4727827.670019953,622654.9041416278,4746266.19793303,625083.2582677802
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Bronzer,3465058.13,19.84,0.3,10.41,3950166.2682000003,0.05034434998239172,3950166.2682000003,783712.98761088,0.0804734060407737,3950166.2682000003,783712.98761088,0.0825910239343488,3118552.317,618720.7796927999,3475453.3043899997,689529.9355909759,3485879.6643031687,691598.5253977487,3496337.3032960785,693673.3209739419,3506826.3152059657,695754.3409368636,3517346.7941515837,697841.6039596741
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Hair Dye,734106.9,6.7,-4.92,14.99,836881.8660000002,0.010665949404458806,836881.8660000002,56071.085022000014,0.005757504677672271,726765.831,48693.310677,0.005131509176371544,660696.2100000001,44266.64607000001,697988.84052,46765.25231484,663647.789566416,44464.40190094987,630996.3183197483,42276.75332742314,599951.2994584166,40196.73706371392,570433.6955250625,38219.05760017919
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Face Make-Up,4110231.64,16.8,5.19,5.2,4685664.069600001,0.05971817280677479,4685664.069600001,787191.5636928002,0.08083059402911807,4685664.069600001,787191.5636928002,0.08295761114801123,5343301.132,897674.5901760001,4323552.662116,726356.8472354881,4547945.04527982,764054.7676070099,4783983.393129844,803709.2100458139,5032272.131233283,845421.7180471916,5293447.054844291,889299.105213841
Fragrance + Color Cosmetics,Asia,Hair Dye,Elizabeth Arden,Tools,1180689.28,9.27,2.52,11.59,1345985.7792000002,0.017154411874982914,1345985.7792000002,124772.88173184001,0.012811959139650225,1168882.3872,108355.39729344,0.011418954837739297,1062620.352,98504.90663039999,1210442.649856,112208.03364165119,1240945.8046323708,115035.67608942077,1272217.6389091066,117934.57512687417,1304277.5234096157,120906.52642007137,1337145.316999538,123953.37088585716
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Lipstick,2928478.05,6.16,-4.64,2.43,3338464.977,0.04254829741195482,3338464.977,205649.4425832,0.021116545669999157,2899193.2695,178590.3054012,0.018820609612197274,3807021.465,234512.522244,2792596.66848,172023.954778368,2663020.183062528,164042.0432766517,2539456.046568427,156430.4924686151,2421625.2860076516,149172.11761807135,2309261.8727368964,142250.5313605928
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Mascara,2347244.21,19.0,7.75,12.23,2675858.3994000005,0.034103463656000074,2675858.3994000005,508413.0958860001,0.05220499615095687,2675858.3994000005,508413.0958860001,0.053578744814301284,2112519.789,401378.75990999996,2529155.636275,480539.57089225,2725165.198086312,517781.3876363993,2936365.500938001,557909.4451782202,3163933.8272606954,601147.4271795321,3409138.6988733993,647736.3527859459
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Toner,2598685.68,10.42,-2.83,13.26,2962501.6752000004,0.03775669453722833,2962501.6752000004,308692.67455584,0.03169725567145835,2572698.8232,268075.21737744,0.02825091206172393,3378291.3840000005,352017.96221280005,2525142.875256,263119.88760167523,2453681.3318862556,255673.59478254785,2384242.1501938747,248438.03205020176,2316768.097343388,241407.23574318102,2251203.56018857,234575.410971649
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Bronzer,4024220.13,7.52,5.25,7.82,4587610.9482,0.05846849866005159,4587610.9482,344988.34330464,0.03542417628514839,4587610.9482,344988.34330464,0.03635634597023144,5231486.169,393407.7599087999,4235491.686825,318508.9748492399,4457855.000383313,335230.69602882507,4691892.387903436,352830.30757033837,4938216.738268366,371353.89871778106,5197473.117027455,390849.9784004646
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Hair Dye,3312911.99,19.19,6.6,8.56,3776719.6686000004,0.04813379586374264,3776719.6686000004,724752.5044043402,0.07441921148173712,3776719.6686000004,724752.5044043402,0.07637751623871022,2981620.791,572173.0297929001,3531564.1813400006,677707.1663991462,3764647.417308441,722435.8393814899,4013114.146850798,770116.6047806682,4277979.680542951,820944.3006961924,4560326.339458786,875126.6245421411
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Face Make-Up,726453.2,5.94,-1.25,1.45,828156.648,0.010554747647661658,828156.648,49192.504891200006,0.005051196653433293,719188.668,42719.8068792,0.004501995817609931,653807.88,38836.188072000004,717372.535,42611.928579,708405.3783125,42079.2794717625,699550.3110835938,41553.28847836547,690805.9321950489,41033.87237238591,682170.8580426108,40520.948967731085
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Tools,3845088.03,15.85,-2.28,12.71,4383400.3542,0.05586586147558369,4383400.3542,694768.9561407,0.07134043354631127,4383400.3542,694768.9561407,0.07321772178407432,4998614.439,792280.3885815,3757420.0229159994,595551.0736321859,3671750.846393515,581972.5091533721,3588034.9270957424,568703.5359446752,3506227.730757959,555737.0953251366,3426285.7384966775,543066.2895517234
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Lipstick,1196537.16,9.52,-0.02,6.21,1364052.3624,0.017384668103671043,1364052.3624,129857.78490048,0.013334088393390694,1184571.7884,112771.23425567998,0.011884314608476727,1076883.444,102519.30386879998,1196297.8525679999,113887.55556447357,1196058.5929974862,113864.77805336069,1195819.381278887,113842.00509775002,1195580.2174026312,113819.23669673048,1195341.1013591506,113796.47284939112
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Mascara,1645986.95,12.33,3.15,14.81,1876425.1230000001,0.023914791604736942,1876425.1230000001,231363.21766590004,0.023756893725706846,1629527.0805,200920.68902565,0.021173880870355682,1481388.255,182655.1718415,1697835.538925,209343.1219494525,1751317.3584011376,215937.43029086027,1806483.8551907735,222739.4593450224,1863388.0966292834,229755.75231439064,1922084.821673106,236993.05851229397
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Toner,751668.58,7.13,-3.94,9.76,856902.1812,0.010921105690739856,856902.1812,61097.12551956,0.0062735897804220755,744151.8942,53058.030056460004,0.005591481957777946,676501.722,48234.5727786,722052.837948,51482.3673456924,693603.9561328487,49453.962072272116,666275.9602612145,47505.475966624595,640024.6874269227,45633.760213539594,614807.714742302,43835.79006112613
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Bronzer,745291.75,17.55,5.24,8.38,849632.5950000001,0.010828455769943806,849632.5950000001,149110.52042250003,0.015311002426399425,737838.8325,129490.71510375002,0.013646284953133638,670762.5750000001,117718.83191250003,784345.0377,137652.55411635002,825444.7176754801,144865.54795204676,868698.0208816752,152456.502664734,914217.797175875,160445.2234043661,962122.8097478908,168852.55311075484
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Hair Dye,3027175.28,7.56,-1.05,5.46,3450979.8192000003,0.043982284289806314,3450979.8192000003,260894.07433152,0.02678918827326671,2996903.5272,226565.90665632,0.02387648350246606,3935327.864,297510.7865184,2995389.93956,226451.47943073598,2963938.34519462,224073.73889671327,2932816.9925700766,221720.9646382978,2902022.414148091,219392.89450959567,2871551.178799536,217089.26911724493
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Face Make-Up,3170733.87,8.15,-2.67,14.58,3614636.6118000005,0.046068068604754785,3614636.6118000005,294592.8838617001,0.03024945756225715,3139026.5313,255830.66230095,0.026960528519056455,4121954.0310000004,335939.2535265,3086075.275671,251515.13496718652,3003677.0658105845,244799.68086356265,2923478.8881534426,238263.5293845056,2845422.0018397453,231901.89314993925,2769449.2343906243,225710.1126028359
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Tools,598918.17,17.04,10.76,5.16,682766.7138000001,0.008701772042506422,682766.7138000001,116343.44803152002,0.011946405995089558,592928.9883000001,101035.09960632001,0.010647510583221382,539026.353,91850.0905512,663361.765092,113036.8447716768,734739.4910158991,125199.6092691092,813797.4602492099,138671.08722646537,901362.0669720247,153592.096212033,998348.6253782145,170118.60576444774
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Lipstick,1110319.77,7.18,8.95,10.0,1265764.5378,0.016132002695507068,1265764.5378,90881.89381404001,0.009331956543105004,1099216.5723,78923.74989114002,0.008317322054491892,999287.7930000001,71748.8635374,1209693.3894149999,86855.985359997,1317960.947767642,94629.59604971671,1435918.4525928462,103098.94489616636,1564433.1540999056,112326.30046437323,1704449.9213918473,122379.50435593464
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Mascara,4022355.53,19.06,8.84,3.18,4585485.3042,0.058441407606610256,4585485.3042,873993.49898052,0.0897436112866576,4585485.3042,873993.49898052,0.09210517004804997,5229062.189,996659.2532234,4377931.758852,834433.7932371913,4764940.926334516,908197.7405593587,5186161.704222489,988482.4208248064,5644618.398875756,1075864.266825719,6143602.665336374,1170970.6680131129
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Toner,1595491.78,17.63,-0.81,2.02,1818860.6292000003,0.023181139696016914,1818860.6292000003,320665.12892796,0.03292661411928672,1818860.6292000003,320665.12892796,0.03379306169078028,1435942.602,253156.68073259998,1582568.296582,279006.7906874066,1569749.493379686,276746.83568283863,1557034.5224833104,274505.1863138076,1544422.5428511957,272281.6943046658,1531912.7202541009,270076.21258079796
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Bronzer,3664760.24,11.04,13.4,10.1,4177826.673600001,0.05324585193152701,4177826.673600001,461232.06476544007,0.04736034213244728,4177826.673600001,461232.06476544007,0.04860660612051179,4764188.312000001,525966.3896448001,4155838.11216,458804.527582464,4712720.41918944,520284.3342785142,5344224.955360823,590002.4350718348,6060351.0993791735,669062.7613714607,6872438.146695982,758717.1713952364
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Hair Dye,906885.4,19.22,0.17,5.72,1033849.3560000001,0.013176274180289526,1033849.3560000001,198705.8462232,0.02040356163363028,897816.546,172560.34014119997,0.018185146103253582,816196.86,156873.03649199998,908427.1051800001,174599.689615596,909971.431258806,174896.5090879425,911518.382691946,175193.833153392,913067.9639425224,175491.66266975278,914620.1794812247,175789.99849629137
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Face Make-Up,2310171.86,5.77,4.93,2.73,2633595.9204,0.03356483391501222,2633595.9204,151958.48460708,0.015603437771785172,2287070.1414,131963.94715877998,0.013906924716773229,3003223.418,173285.9912186,2424063.3326979997,139868.45429667458,2543569.655000011,146763.9690935006,2668967.6389915114,153999.4327698102,2800547.743593792,161591.60480536177,2938614.747352966,169558.07092226614
Fragrance + Color Cosmetics,Asia,Hair Dye,Balmain,Tools,2304366.47,10.26,10.46,12.24,2626977.7758000004,0.03348048653179985,2626977.7758000004,269527.91979708005,0.027675730876013875,2281322.8053,234063.71982378,0.02466663509693782,2995676.4110000003,307356.3997686,2545403.2027620003,261158.3686033812,2811652.3777709054,288475.5339592949,3105751.2164857425,318650.07481143717,3430612.7937301514,351980.8726367135,3789454.891954325,388798.07191451377
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Lipstick,1190357.97,10.5,2.47,3.12,1357008.0858,0.01729488972411823,1357008.0858,142485.849009,0.014630766318317993,1178454.3902999999,123737.71098149999,0.013040008792515672,1071322.173,112488.82816499998,1219759.811859,128074.780245195,1249887.879211917,131238.2273172513,1280760.1098284514,134479.8115319874,1312394.884541214,137801.46287682746,1344811.038189382,141205.1590098851
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Mascara,4093040.77,15.61,-1.19,6.13,4666066.4778,0.059468404074675095,4666066.4778,728372.97718458,0.07479096974108661,4666066.4778,728372.97718458,0.07675905713285566,5320953.001,830600.7634561,4044333.584837,631320.4725930557,3996206.0151774394,623807.7589691982,3948651.163596828,616384.4466374648,3901662.2147500254,609049.471722479,3855232.4343945,601801.7830089815
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Toner,976122.61,14.42,-2.57,14.8,1112779.7754000002,0.014182232003007021,1112779.7754000002,160462.84361268,0.01647668441461605,966361.3839,139349.31155838,0.014685225979523393,878510.349,126681.1923258,951036.2589230001,137139.4285366966,926594.627068679,133614.9452233035,902781.145153014,130181.04113106462,879579.6697225816,126835.38837399626,856974.4722107112,123575.71889278456
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Bronzer,4013069.34,10.85,6.57,13.76,4574899.0476,0.05830648715742201,4574899.0476,496376.5466646,0.05096905630035379,4574899.0476,496376.5466646,0.052310281817583404,5216990.142,566043.430407,4276727.995638,464024.987526723,4557709.024951418,494511.4292072288,4857150.5078907255,527000.8301061437,5176265.296259147,561624.7846441175,5516345.926223373,598523.532995236
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Hair Dye,2993446.76,7.62,2.57,12.8,3412529.3064,0.04349223755709303,3412529.3064,260034.73314768003,0.02670094919453774,2963512.2923999997,225819.63668087998,0.02379783838317188,3891480.7879999997,296530.8360456,3070378.341732,233962.82963997842,3149287.0651145126,239975.67436172586,3230223.7426879555,246143.04919282222,3313240.4928750363,252468.92555707778,3398390.773541925,258957.3769438947
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Face Make-Up,3398958.57,14.76,12.34,13.52,3874812.7698000004,0.049383979547762934,3874812.7698000004,571922.3648224801,0.05872627022357133,3874812.7698000004,571922.3648224801,0.06027162298999149,4418646.141,652192.1704116,3818390.0575379995,563594.3724926087,4289579.390638188,633141.9180581967,4818913.487442941,711271.6307465782,5413567.4117934,799042.5499807058,6081601.630408705,897644.400648325
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Tools,4639066.57,6.42,5.88,11.37,5288535.889800001,0.0674016949296298,5288535.889800001,339524.00412516005,0.03486308569141546,5288535.889800001,339524.00412516005,0.03578049055492996,6030786.541,387176.4959322,4911843.684316,315340.3645330872,5200660.092953781,333882.37796763267,5506458.9064194625,353514.66179212945,5830238.690116927,374301.3239055067,6173056.725095802,396310.24175115046
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Lipstick,3906170.8,14.1,-1.66,12.16,4453034.712,0.056753342214838694,4453034.712,627877.8943919999,0.0644719094083978,4453034.712,627877.8943919999,0.06616845582929866,5078022.04,716001.10764,3841328.36472,541627.2994255199,3777562.313865648,532636.2862550564,3714854.779455479,523794.52390322246,3653188.1901165177,515099.53480642894,3592545.266160584,506548.8825286423
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Mascara,3740501.0,6.29,4.28,3.44,4264171.140000001,0.05434630080895244,4264171.140000001,268216.364706,0.027541057459778837,3703095.9899999998,232924.737771,0.02454660430062715,4862651.3,305860.76677,3900594.4428,245347.39045212,4067539.884951839,255848.2587634707,4241630.592027778,266798.56423854723,4423172.381366567,278217.54278795706,4612484.1592890555,290125.2536192816
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Toner,2018646.71,5.27,3.01,8.7,2301257.2494,0.02932922122695921,2301257.2494,121276.25704338,0.012452917879935453,1998460.2429,105318.85480082998,0.011098951012806718,2624240.723,138297.4861021,2079407.975971,109584.8003336717,2141998.156047727,112883.3028237152,2206472.300544764,116281.09023870905,2272887.1167911612,119781.15105489419,2341301.019006575,123386.56370164649
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Bronzer,3288121.67,14.95,11.73,4.02,3748458.7038000003,0.04777361358124353,3748458.7038000003,560394.5762181,0.05754257105336812,3748458.7038000003,560394.5762181,0.05905677536135018,4274558.171,639046.4465645,3673818.3418909996,549235.8421127044,4104757.233394814,613661.2063925246,4586245.256872025,685643.6659023678,5124211.825503114,766069.6679127155,5725281.872634629,855929.639958877
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Hair Dye,1042168.2,17.77,-1.87,14.65,1188071.7480000001,0.015141818299400133,1188071.7480000001,211120.34961960002,0.021678310666000653,1031746.5179999999,183341.35624859997,0.019321295654733225,937951.38,166673.960226,1022679.6546599999,181730.17463308197,1003555.5451178577,178331.82036744332,984789.0564241539,174997.01532657215,966373.5010690222,171724.57113996524,948302.3165990314,168513.3216596479
